               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,              0.0426,             0.12543,           0.0041481,             0.39953,             0.32475,             0.30425,             0.13749,            0.054973,             0.20549,            0.016555,            0.005149,            0.005149,            0.005149
                 100,            0.042517,             0.12465,           0.0041232,             0.39857,             0.32619,             0.30408,             0.13751,            0.054985,             0.20555,            0.016552,           0.0050995,           0.0050995,           0.0050995
                 101,            0.042589,              0.1249,           0.0041318,             0.39746,             0.32661,             0.30378,             0.13742,            0.054998,             0.20571,            0.016558,             0.00505,             0.00505,             0.00505
                 102,            0.042469,              0.1247,           0.0041476,             0.39632,             0.32723,             0.30369,             0.13734,            0.055002,             0.20577,            0.016564,           0.0050005,           0.0050005,           0.0050005
                 103,            0.042391,             0.12452,           0.0041354,             0.39655,             0.32735,             0.30367,             0.13738,            0.055019,             0.20587,            0.016567,            0.004951,            0.004951,            0.004951
                 104,            0.042394,             0.12413,           0.0041227,             0.39574,              0.3282,             0.30366,             0.13736,            0.055046,             0.20602,            0.016562,           0.0049015,           0.0049015,           0.0049015
                 105,              0.0424,             0.12448,           0.0041156,             0.39582,             0.32748,              0.3035,              0.1373,            0.055079,             0.20623,            0.016566,            0.004852,            0.004852,            0.004852
                 106,            0.042414,             0.12472,             0.00412,             0.39726,             0.32626,             0.30327,             0.13723,            0.055117,              0.2065,            0.016576,           0.0048025,           0.0048025,           0.0048025
                 107,            0.042339,             0.12441,           0.0040994,             0.39718,             0.32668,             0.30343,             0.13718,            0.055141,             0.20681,            0.016588,            0.004753,            0.004753,            0.004753
                 108,            0.042293,             0.12455,           0.0040883,             0.39839,             0.32535,             0.30342,             0.13717,            0.055153,             0.20698,            0.016598,           0.0047035,           0.0047035,           0.0047035
                 109,            0.042327,              0.1241,           0.0040984,             0.39983,             0.32481,              0.3034,             0.13705,            0.055165,             0.20724,            0.016618,            0.004654,            0.004654,            0.004654
                 110,             0.04223,             0.12422,           0.0041093,             0.39912,             0.32608,             0.30351,             0.13691,             0.05518,             0.20753,            0.016647,           0.0046045,           0.0046045,           0.0046045
                 111,            0.042292,             0.12416,           0.0040891,             0.39922,             0.32564,             0.30338,             0.13693,            0.055189,             0.20765,            0.016657,            0.004555,            0.004555,            0.004555
