               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.028577,            0.050872,                   0,             0.95129,             0.91098,             0.97371,             0.79724,            0.024063,            0.041917,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.028644,            0.050799,                   0,             0.95137,             0.91128,             0.97378,             0.79754,            0.024047,            0.041879,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.028699,            0.050683,                   0,             0.95113,              0.9112,             0.97391,             0.79785,            0.024031,            0.041845,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.028544,             0.05045,                   0,             0.95141,             0.91126,             0.97398,             0.79831,            0.024012,             0.04181,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.028514,            0.050667,                   0,              0.9511,             0.91161,             0.97414,              0.7987,            0.023995,            0.041774,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.028681,             0.05054,                   0,             0.95161,             0.91122,             0.97429,             0.79896,            0.023979,            0.041739,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.028514,            0.050413,                   0,             0.95158,             0.91126,             0.97416,              0.7993,            0.023963,            0.041705,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.028373,            0.050592,                   0,             0.95154,             0.91152,             0.97417,              0.7994,            0.023946,             0.04167,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.028471,            0.050283,                   0,             0.95101,             0.91253,              0.9743,             0.79974,            0.023932,            0.041632,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.028415,            0.050395,                   0,             0.95132,             0.91284,             0.97442,             0.79999,            0.023915,            0.041592,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.028429,            0.050191,                   0,             0.95122,              0.9133,             0.97442,             0.80027,            0.023896,            0.041556,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.028352,            0.049858,                   0,             0.95209,             0.91246,             0.97432,             0.80055,            0.023877,            0.041517,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.028364,            0.049671,                   0,             0.95157,              0.9133,             0.97431,             0.80068,            0.023861,            0.041477,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.028345,            0.050335,                   0,             0.95258,             0.91236,             0.97431,             0.80089,            0.023845,            0.041437,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.028355,            0.050098,                   0,             0.95302,              0.9125,             0.97449,             0.80127,            0.023827,            0.041399,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.028257,            0.049869,                   0,             0.95306,             0.91266,              0.9746,             0.80151,            0.023809,             0.04136,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.028245,            0.049879,                   0,             0.95264,             0.91303,             0.97459,             0.80187,            0.023793,            0.041323,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.028184,            0.049692,                   0,             0.95292,             0.91323,             0.97477,             0.80205,            0.023776,            0.041283,                   0,            0.001981,            0.001981,            0.001981
                 164,             0.02811,            0.049349,                   0,             0.95312,             0.91284,             0.97484,             0.80273,            0.023761,            0.041244,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.028116,            0.049631,                   0,             0.95358,             0.91314,             0.97487,             0.80306,            0.023745,            0.041208,                   0,            0.001882,            0.001882,            0.001882
                 166,             0.02809,             0.04981,                   0,              0.9541,             0.91338,               0.975,             0.80318,            0.023732,            0.041171,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.028044,            0.049186,                   0,             0.95422,             0.91356,             0.97512,             0.80349,            0.023717,            0.041138,                   0,            0.001783,            0.001783,            0.001783
